annotator_id,left_id,right_id,result
黄皓珺,pic_000.jpg,pic_002.jpg,left
黄皓珺,pic_001.jpg,pic_002.jpg,right
黄皓珺,pic_002.jpg,pic_003.jpg,left
黄皓珺,pic_002.jpg,pic_004.jpg,left
黄皓珺,pic_002.jpg,pic_005.jpg,right
黄皓珺,pic_002.jpg,pic_006.jpg,right
黄皓珺,pic_002.jpg,pic_007.jpg,left
黄皓珺,pic_002.jpg,pic_008.jpg,left
黄皓珺,pic_002.jpg,pic_009.jpg,right
黄皓珺,pic_002.jpg,pic_010.jpg,left
黄皓珺,pic_002.jpg,pic_011.jpg,left
黄皓珺,pic_002.jpg,pic_013.jpg,left
黄皓珺,pic_002.jpg,pic_014.jpg,left
黄皓珺,pic_002.jpg,pic_015.jpg,left
黄皓珺,pic_002.jpg,pic_016.jpg,right
黄皓珺,pic_002.jpg,pic_017.jpg,left
黄皓珺,pic_002.jpg,pic_018.jpg,left
黄皓珺,pic_002.jpg,pic_019.jpg,left
黄皓珺,pic_002.jpg,pic_020.jpg,left
黄皓珺,pic_002.jpg,pic_021.jpg,left
黄皓珺,pic_002.jpg,pic_022.jpg,left
黄皓珺,pic_002.jpg,pic_023.jpg,left
黄皓珺,pic_002.jpg,pic_024.jpg,left
黄皓珺,pic_002.jpg,pic_025.jpg,left
黄皓珺,pic_002.jpg,pic_026.jpg,left
黄皓珺,pic_002.jpg,pic_027.jpg,left
黄皓珺,pic_002.jpg,pic_028.jpg,left
黄皓珺,pic_002.jpg,pic_029.jpg,left
黄皓珺,pic_002.jpg,pic_030.jpg,left
黄皓珺,pic_002.jpg,pic_031.jpg,left
黄皓珺,pic_002.jpg,pic_032.jpg,left
黄皓珺,pic_002.jpg,pic_033.jpg,right
黄皓珺,pic_002.jpg,pic_034.jpg,left
黄皓珺,pic_002.jpg,pic_035.jpg,left
黄皓珺,pic_002.jpg,pic_036.jpg,left
黄皓珺,pic_002.jpg,pic_037.jpg,left
黄皓珺,pic_002.jpg,pic_038.jpg,right
黄皓珺,pic_002.jpg,pic_039.jpg,left
黄皓珺,pic_002.jpg,pic_040.jpg,left
黄皓珺,pic_002.jpg,pic_041.jpg,left
黄皓珺,pic_002.jpg,pic_042.jpg,left
黄皓珺,pic_002.jpg,pic_043.jpg,left
黄皓珺,pic_002.jpg,pic_044.jpg,left
黄皓珺,pic_002.jpg,pic_045.jpg,left
黄皓珺,pic_002.jpg,pic_046.jpg,left
黄皓珺,pic_002.jpg,pic_047.jpg,right
黄皓珺,pic_002.jpg,pic_048.jpg,left
黄皓珺,pic_002.jpg,pic_049.jpg,left
黄皓珺,pic_002.jpg,pic_050.jpg,left
黄皓珺,pic_002.jpg,pic_051.jpg,left
黄皓珺,pic_002.jpg,pic_052.jpg,left
黄皓珺,pic_002.jpg,pic_053.jpg,right
黄皓珺,pic_002.jpg,pic_054.jpg,left
黄皓珺,pic_002.jpg,pic_055.jpg,left
黄皓珺,pic_002.jpg,pic_056.jpg,right
黄皓珺,pic_002.jpg,pic_057.jpg,left
黄皓珺,pic_002.jpg,pic_058.jpg,left
黄皓珺,pic_002.jpg,pic_059.jpg,left
黄皓珺,pic_002.jpg,pic_060.jpg,left
黄皓珺,pic_002.jpg,pic_061.jpg,right
黄皓珺,pic_002.jpg,pic_062.jpg,left
黄皓珺,pic_002.jpg,pic_063.jpg,left
黄皓珺,pic_002.jpg,pic_064.jpg,left
黄皓珺,pic_002.jpg,pic_065.jpg,left
黄皓珺,pic_002.jpg,pic_066.jpg,right
黄皓珺,pic_002.jpg,pic_067.jpg,left
黄皓珺,pic_002.jpg,pic_068.jpg,left
黄皓珺,pic_002.jpg,pic_069.jpg,left
黄皓珺,pic_002.jpg,pic_070.jpg,left
黄皓珺,pic_002.jpg,pic_071.jpg,left
黄皓珺,pic_002.jpg,pic_072.jpg,left
黄皓珺,pic_002.jpg,pic_073.jpg,right
黄皓珺,pic_002.jpg,pic_074.jpg,left
黄皓珺,pic_002.jpg,pic_075.jpg,left
黄皓珺,pic_002.jpg,pic_076.jpg,left
黄皓珺,pic_002.jpg,pic_077.jpg,left
黄皓珺,pic_002.jpg,pic_078.jpg,right
黄皓珺,pic_002.jpg,pic_079.jpg,right
黄皓珺,pic_002.jpg,pic_080.jpg,left
黄皓珺,pic_002.jpg,pic_081.jpg,left
黄皓珺,pic_002.jpg,pic_082.jpg,right
黄皓珺,pic_002.jpg,pic_083.jpg,left
黄皓珺,pic_002.jpg,pic_084.jpg,right
黄皓珺,pic_002.jpg,pic_085.jpg,left
黄皓珺,pic_002.jpg,pic_086.jpg,left
黄皓珺,pic_002.jpg,pic_087.jpg,left
黄皓珺,pic_002.jpg,pic_088.jpg,left
黄皓珺,pic_002.jpg,pic_089.jpg,right
黄皓珺,pic_002.jpg,pic_090.jpg,left
黄皓珺,pic_002.jpg,pic_091.jpg,left
黄皓珺,pic_002.jpg,pic_092.jpg,right
黄皓珺,pic_002.jpg,pic_093.jpg,left
黄皓珺,pic_002.jpg,pic_094.jpg,right
